Código Provincia,Provincia,Cantón,Parroquia
21,SUCUMBIOS,PUTUMAYO,SANTA ELENA
21,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI
21,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA
21,SUCUMBIOS,SHUSHUFINDI,PAÑACOCHA
21,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE)
21,SUCUMBIOS,SHUSHUFINDI,SAN PEDRO DE LOS COFANES
21,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO
21,SUCUMBIOS,SUCUMBÍOS,LA BONITA
21,SUCUMBIOS,SUCUMBÍOS,EL PLAYÓN DE SAN FRANCISCO
21,SUCUMBIOS,SUCUMBÍOS,LA SOFÍA
21,SUCUMBIOS,SUCUMBÍOS,ROSA FLORIDA
21,SUCUMBIOS,SUCUMBÍOS,SANTA BÁRBARA
21,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES
21,SUCUMBIOS,CASCALES,SANTA ROSA DE SUCUMBÍOS
21,SUCUMBIOS,CASCALES,SEVILLA
21,SUCUMBIOS,CUYABENO,TARAPOA
21,SUCUMBIOS,CUYABENO,CUYABENO
21,SUCUMBIOS,CUYABENO,AGUAS NEGRAS
22,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA)
22,ORELLANA,ORELLANA,DAYUMA
22,ORELLANA,ORELLANA,TARACOA (NUEVA ESPERANZA: YUCA)
22,ORELLANA,ORELLANA,ALEJANDRO LABAKA
22,ORELLANA,ORELLANA,EL DORADO
22,ORELLANA,ORELLANA,EL EDÉN
22,ORELLANA,ORELLANA,GARCÍA MORENO
22,ORELLANA,ORELLANA,INÉS ARANGO (CAB. EN WESTERN)
22,ORELLANA,ORELLANA,LA BELLEZA
22,ORELLANA,ORELLANA,NUEVO PARAÍSO (CAB. EN UNIÓN
22,ORELLANA,ORELLANA,SAN JOSÉ DE GUAYUSA
22,ORELLANA,ORELLANA,SAN LUIS DE ARMENIA
22,ORELLANA,AGUARICO,TIPITINI
22,ORELLANA,AGUARICO,NUEVO ROCAFUERTE
22,ORELLANA,AGUARICO,CAPITÁN AUGUSTO RIVADENEYRA
22,ORELLANA,AGUARICO,CONONACO
22,ORELLANA,AGUARICO,SANTA MARÍA DE HUIRIRIMA
22,ORELLANA,AGUARICO,TIPUTINI
R,,,
